steamId,publisher
711750,Milestone S.r.l.
270210,Icetesy
1759380,Riot Forge
762650,Evil Bite
1232580,RedBoon
259680,Netcore Games
2400510,Yogscast Games
416600,Cellar Door Games
1197570,Pixeye Games
1220150,Graffiti Games
29800,Elecorn
296830,Shiver Games
223220,HandyGames
223220,Black Forest Games
1522870,Supra Games
1142500,Fun & Simple
467960,TPP Studio
2305840,Kepler Interactive
550080,Marvelous
12810,Codemasters
12810,Electronic Arts
587220,Master Indie
10220,Akella
1584940,Ishtar Games
1663220,Toge Productions
1708010,Telltale
12710,Codemasters
12710,Electronic Arts
1930640,DSGame
581630,Diatomic Games
1304680,semiwork
1649950,Twin Sails Interactive
385380,Permadeath
600130,Big Sugar
1603640,Blue Brain Games
1389990,Poly Games
809230,2x2 Games
1386780,Kasedo Games
1316230,Crytivo
543260,Dotemu
252630,Minor Key Games
712190,Team17 Digital Ltd
244430,Cyan Worlds Inc
370360,Zachtronics
318230,Indietopia Games
1232460,D3PUBLISHER
214730,Fulqrum Publishing
1944570,caiysware
641960,FitXR
2113920,Clouded Leopard Entertainment
1574820,Maximum Entertainment
217200,Team17 Digital Ltd
2102520,Apex Studio
2506160,Rayll Studios
718650,Star Drifters
515960,Wired Productions
1038370,Whatboy Games
1112890,Whitethorn Games
1112890,Maple Whispering Limited
2518960,Digital Eclipse
390340,CAPCOM
704030,Masterbrain Bytes
704030,Toplitz Productions
668630,SakuraGame
1429500,IceSitruuna
1429500,NPC Entertainment
623940,"What Pumpkin Games, Inc."
315430,Bluebutton Games
1041840,Red Fox
639790,Neko Climax Studios
1289810,Thylacine Studios LLC
280520,Siege Games
319050,Snapshot Games Inc.
1839940,Saber Interactive
1694600,Forever Entertainment S. A.
1011940,Kagura Games
1260590,Emberfish Games
2005160,Dear Villagers
577230,LongYou Tech Ltd
1254320,Paradox Arc
1545450,So Far So Good
1259740,Hide Games
1259740,PlayMeow
1830970,Hotloop
1830970,Surefire.Games
347620,NVLMaker
1137460,PUMPKIM
327090,Space Boat Studios
743900,"CAPCOM CO., LTD"
351100,Ellada Games
2168680,Shockfront Studios
1292940,Rusty Lake
1411910,New Blood Interactive
354240,ForwardXP
2676840,Somi
1970980,Darkmatter Games
1106530,Game in a Bottle
684410,Headup
1134710,Weird and Wry
1135830,Kagura Games
857450,Frontwing USA
1070710,Popcannibal
812040,Iceberg Interactive
473770,Neognosis
3830,Double Fine Productions
551860,Fireblade Software
1140150,Alioth Studio
1889040,Madison Karrh
1889040,Wings
1029630,Eversim
247240,Crazy Viking Studios
1102930,Naelstrof
1946700,Bloober Team SA
1233270,HUBLOTS
1233270,mirai works
1511780,Zachtronics
744060,KOMODO
744060,TAITO CORP.
764300,WayForward
402620,MangaGamer
1004490,Untold Tales
1004490,Gamersky Games
1275890,"Basically Games, LLC"
588190,FeelThere
250340,Step 1 Games LLC
340730,Sekai Project
617480,Event Horizon
257750,2Play
2357910,Night Signal Entertainment
323060,Choice Provisions
617160,"YGGDRAZIL GROUP CO.,LTD"
2254890,MetalStar Studio
2291850,Rusty Lake
695330,Scavengers Studio
1472660,Awaken Realms
770810,TapBlaze
2421410,Spiral Up Games
1784570,N3V Games
722730,Grid Sage Games
1211600,INDIECN
726110,SquarePlay Games
263300,"H2 Interactive Co., Ltd."
897220,VisualArts
1610470,Milestone S.r.l.
485980,Cats Who Play
433550,Unfold Games
2292060,Sunpeak Games
986800,Hello There Games
534370,Techland Publishing
1110100,"nWay, INC"
1939560,INDIECN
1386900,Bloober Team SA
1768640,DriftyGames
1573280,Madnetic Games
1573280,PlayWay S.A.
406550,MangaGamer
1127840,Yogscast Games
1182620,Freebird Games
246840,WildTangent
774201,inkle Ltd
2455060,NPC Entertainment
2455060,Cat Shine
2663530,Tensori
2663530,UNIKAT Label
334940,Team17 Digital Ltd
1836860,Idea Factory International
541200,Hitcents
574560,Team HalfBeard
638990,Skystone Games
638990,Vanimals
585710,Applava
1428100,Radiangames
487000,2 Zombie Games
339200,Cornfox & Brothers Ltd.
1126290,DSGame
1357860,CyberConnect2
440630,Phosphor Games
218410,Level Up Labs
529590,ForwardXP
1812300,Overseer Games
1259840,Blue Brain Games
909660,Lost Pilgrims Studios
2897760,蠑螈
2963880,Oro Interactive
6900,IO Interactive A/S
1578390,Viking Game Studio
620190,SCT
746580,RocketPunch Games
746580,Lightning Games
1766100,Coatsink
2559270,Red Axe Games
1927720,ustwo games
937170,Spacelight Studio
269110,XGen Studios
1981610,110 Industries SA
1811950,Clouded Leopard Entertainment
2059530,Traega Entertainment
1060220,"NIS America, Inc."
2314160,Twisted Barrel Games
2009350,North Modding Company AB
562500,Battlecruiser Games
509250,Electric Hat Games LLC.
503620,Scraping Bottom Games
1314000,Dark Point Games
1314000,Galaktus
888790,NekoNyan Ltd.
1226510,Gameforge 4D GmbH
561600,Milestone S.r.l.
802870,Sekai Project
864060,"Alvios, Inc."
864060,Bad Habit Productions
741140,Sekai Project
428370,Psytec Games Ltd
353540,increpare games
1718130,Pixmain
503350,Milkstone Studios
464450,KOMODO
1097130,Original Fire Games
1442820,"NIS America, Inc."
1962430,DMM GAMES
1962430,Shiravune
1998340,"NIS America, Inc."
448850,"Revival Productions, LLC"
568570,A.Y.std
593150,Glumberland
250110,Witch Beam
1114220,Kazakov Oleg
940910,DANGEN Entertainment
452060,Yogscast Games
218060,Gaijin Games
218060,Choice Provisions
406290,"Playdek, Inc."
646270,Robot Gentleman
3021100,Storytaco
2396980,Aniplex Inc.
1327080,Critical Bliss
2262770,Euphoric Brothers
471660,Infectious Ape
595140,Crema
1973080,HimitsuCP
544390,Alice & Smith
377860,KOMODO
1461810,重楼工作室
1269370,Betagames Group
1608700,Noodlecake
1901910,Game-Labs
551770,ULTRA ULTRA
1685460,KOMODO
725480,Ludosity
1843940,Happinet
1038450,"HeR Interactive, Inc."
318530,Grynsoft
282590,Blind Mind Studios
980300,Silver Dollar Games
1160920,DRAGO entertainment
1160920,Movie Games S.A.
1160920,HeartBeat Games
1743850,Sorath
2100160,Milestone S.r.l.
523780,Kyle Seeley
1281160,Critical Bliss
1250760,Gratesca
2292260,Nightdive Studios
711980,Moonfire Entertainment
966680,Vertical Robot
757300,Headup
776490,MyACG Studio
1850550,Notovia
588950,Andrew Morrish
345610,Frontwing USA
495280,"NIS America, Inc."
2064810,Aerosoft GmbH
893680,Retrovibe
893680,gaming company
216260,Big Ant Studios
242840,Indomitus Games
63710,Gaijin Games
63710,Choice Provisions
1885110,Akupara Games
537110,Vaka Game Magazine
477870,"NIS America, Inc."
1107790,Wales Interactive
931280,Ironhide Game Studio
677340,Mode 7
253030,Flippfly LLC
2458210,PixelBee
1348390,TechnoBrain
1372320,Noio
434570,Grunge Games LTD
1726190,Fireshine Games
963710,KIRA
1922010,Triangle Factory
1107320,Sublime
570780,北京网元圣唐娱乐科技有限公司
618740,Cold Beam Games
1159830,EQ Studios
310080,Epic Games
962580,Chibig
370350,Oriolus Software GmbH
834280,Dovetail Games
265610,Matt Roszak
1390190,Whitethorn Games
1622770,Snapbreak
2017080,GameMill Entertainment
1283190,HandyGames
507010,Game Developer X
758370,CGE Digital
402180,Winged Cloud
590690,Survios
2328750,SayGames
1574900,Lavaboots Studios
1293820,JAST USA
1286880,Games Incubator
1286880,PlayWay S.A.
430960,Modern Visual Arts Laboratory
1173220,Archangel Studios
402130,Strategy First
2027330,F²Games
2637990,Happy Broccoli Games
1025960,LINE Games Corporation
400800,Milestone S.r.l.
828740,Thermite Games
606500,Ballistic Interactive
863590,"Wx3 Labs, LLC"
333300,Assemble Entertainment
2865490,无忧传媒
2865490,指间宇宙
1301390,Hoochoo Game Studios
1426730,Yooreka Studio
1951410,HandyGames
1951410,THQ Nordic
1314820,"Horizon Hobby, LLC"
541570,Portable Moose
772540,Trickjump Games Ltd
1768280,Goblinz Publishing
1768280,IndieArk
650760,Phoenix Games
917150,Abbey Games
377870,KOMODO
377870,KADOKAWA CORPORATION
377870,TAITO CORP.
1835240,Gentle Giant
217140,Apogee Entertainment
343710,IMGN.PRO
2102450,Jyamma Games
748370,raptor lab
265590,Ironward
1909840,方块游戏(CubeGame)
508450,Dusenberry Martin Racing
469920,ComCODE
790850,10tons Ltd
408410,EXOR Studios
890720,Fellow Traveller
288140,"Perfect.Golf, Inc."
3540,"PopCap Games, Inc."
3540,Electronic Arts
214830,Marvelous
1745310,Mango Party
1745310,LewdLoco
1745310,Mango Party News
552920,Orbcreation
228360,Double Fine Productions
2693930,Rogue Duck Interactive
2693930,Gamersky Games
1379930,Eversim
2106670,HypeTrain Digital
259060,Illwinter Game Design
553260,Fulqrum Publishing
898720,Neomateria Games GmbH
262120,Signal Studios
932850,Sokpop Collective
886900,Digital Tribe
1782330,Incuvo
1497950,D3PUBLISHER
732430,GrizzlyGames
1450080,Clouded Leopard Entertainment
202200,Stardock Entertainment
15750,Oddworld Inhabitants
956030,Amanita Design
2313140,Frontwing USA
741510,Untold Tales
2361680,Captcha Games
550010,Mana Potion Studios
286260,ALICE IN DISSONANCE
1487390,ACTION SQUARE
978460,Kyle Seeley
2797340,CrazyPotato Studio
1930,Topware Interactive
446390,D3PUBLISHER
1067540,United Label
1067540,CI Games
761600,"CAPCOM CO., LTD"
757210,Sixteen Tons Entertainment
211260,Spooky Squid Games Inc.
1266030,Fellow Traveller
1427340,Sundew Studios
754150,Gaugepunk Games
374190,The Arcade Crew
400630,SOEDESCO
1163590,D3PUBLISHER
323380,Question
809720,Aerosoft GmbH
359510,SFB Games
1094390,Aldin Dynamics
275200,Ostrich Banditos
241410,Zen Studios
1337010,ustwo games
1337010,PID Games
249630,Priority Interrupt
375530,Creoteam
375530,Toplitz Productions
2706300,TopHouse Publishing
2067780,0UP GAMES
817840,The Men Who Wear Many Hats
451840,RocketWerkz
2348100,D3PUBLISHER
1737870,Fireshine Games
2272400,Prismatika
636970,BlackTale Games
889600,"NIS America, Inc."
1278390,Kagura Games
529910,Snail Games
1602080,Maximum Entertainment
268890,Eversim
1350200,Half Mermaid
410110,HypeTrain Digital
219680,Twisted Tree
1217390,"TALESSHOP Co., Ltd."
251110,Loiste Interactive
1150950,Urnique Studio
1507190,Dear Villagers
1158420,LVGameDev LLC
1096520,Critical Bliss
544330,Secret Mode
1106690,MagicBook
489610,Akupara Games
531180,Blindflug Studios AG
1429150,TinyHat Studios
1624060,Mirage Game Studios
1159520,Novel
625680,Household Games Inc.
927890,GirlGames
2069180,Big Trouble
2179290,YGameStudios
1627850,Apphic Games
1145630,False Prophet
2637070,eTIRUe
2879480,Lust Desires 🖤
1522080,Tanuki Creative Studio
603930,Monster Bath Studios Inc.
1036120,S.T.T
494170,Fruitbat Factory
891370,That Indie Studio
428350,Screwfly Studios
720150,DeerFarm
555060,Ivanovich Games
1145570,Ortharion project
618050,ZOV GAME STUDIO
817020,HOOK
662240,Epitasis Games
1648610,MalumGames
1983220,Graffiti Games
555640,Sekai Project
2539820,THINK & FEEL
1514380,"Gemdrops, Inc."
255340,Double Fine Presents
894630,Monticube
211360,Kyle Pulver
724000,Kool2Play
306440,Connor Ullmann
736930,GameHouse
2391680,RMAsia
1671720,"Top Hat Studios, Inc."
2470860,MooN
488760,Strange Company
360550,InvertMouse
1506620,Cheesecake Dev
407980,Winged Cloud
252570,DIRIGO GAMES
798840,WindyVerse
2052040,Funselektor Labs Inc.
588970,Crew Lab
46290,Fulqrum Publishing
1536080,SOFTSTAR ENTERTAINMENT
1187130,Kagura Games
1034750,Mi'pu'mi Games GmbH
1551590,Kagura Games
1629830,PetalCatGames
1629830,Electronic Sheep Games
2613010,Mango Party
2613010,Mango Party News
1282760,Craftshop Arts Inc.
858100,Asterion Games
1424860,Firestoke
1792820,Beijing Happy Entertainment Technology
1959520,Mango Party
1959520,Mango Party News
669660,Moonray Studios
205870,Cipher Prime Studios
296730,Shorebound Studios
1266100,Choice of Games
975150,Deck13
975150,Mayflower Entertainment
975150,WhisperGames
434260,Green Lava Studios
258090,Fruitbat Factory
854860,Redox Entertainment Inc
1490460,MedusasGame
1490460,青岛三脚猫工作室
741670,Corvostudio di Amadei Marco
724370,FirePoint
2676180,Story Machine Studios
1520270,AplusGames
840100,オートリ電子
840100,Gamera Games
946920,Madmind Studio
1621680,SOFTSTAR ENTERTAINMENT
1333560,Motkeyz Games
635310,Crazy Rocks
951570,ALIEN studio
1024460,KreizLand Games
390200,Artifex Mundi
1122180,Rocwise Entertainment
2907190,EMIKA_GAMES
259870,Ghostlight LTD
1071490,Kagura Games
527190,Sekai Project
1097960,Slikey Games
2525810,Stromatosoft Inc.
1109160,"Untold Tales, VARSAV Game Studios"
699700,Coconut Island Games
699700,Oasis Games
1932680,indie.io
759540,Playsnak
323450,KEMCO
362410,SOEDESCO
590970,Forever Entertainment S. A.
338310,Cardboard Keep
1142220,Kamyker
702110,SNK CORPORATION
363620,Liens
363620,Power Up to Maximum
412790,Cartoon Network
713460,Team Train Frontier
2829600,Ronin SoftWork
384680,Mango Protocol
384680,WhisperGames
307940,Atypical Games
1237730,Manekoware
2244160,KOMODO
340270,Random Seed Games
1381440,Insane Code
371010,Autarca
1100180,"Mediascape Co., Ltd."
115220,GSC World Publishing
1642170,WayForward
2163590,Octo Games
341500,Anteater Games
341500,BindleBot
1934800,npckc
370510,Senpai Studios
2226700,GOCORE
2226700,NPC Entertainment
1094870,Resolution Games
379960,Zoo Corporation
930280,Microids
1227400,Stave Studios
2196420,BanzaiProject
1422540,White Star Studio
1071940,Just Making Games
1853760,Ben Jungwirth
2166020,Volcanic Giraffe
1620040,GameMill Entertainment
396660,Whale Hammer Games
63900,Fulqrum Publishing
2596420,Furniture & Mattress LLC
1328000,Twins Halo
865980,Sand Sailor Studio
1226160,Super Pixel Games
303550,Tic Toc Games
2579280,糯米团子工作室
1101140,Ultimate Games S.A.
1735980,"TALESSHOP Co., Ltd."
1094540,DANGEN Entertainment
1094540,Gamera Games
1094540,Intragames
1675620,HIKE Inc.
290040,Retro Game Crunch
432250,chickeninthecornstudio
2562730,Samharia Studios
731650,Marttalin Games
1627890,Bosmic Forge
1051590,Mango Party
433380,KOMODO
23460,Assemble Entertainment
1094730,Warcave
615780,HeR Interactive
209850,Jet Set Games
298930,Iceberg Interactive
38170,Next Game
415170,Mahdi Bahrami
761700,Hyper'sthene
935400,MadSushi Games
541310,Gameforge 4D GmbH
1160360,Chronicle Ltd
584890,IndieGala
45400,Nemesys Games
1477950,Coldwild Games
1590160,Anshar Publishing
491420,Lingtan Studio
1709170,LazyEti
1429670,"TALESSHOP Co., Ltd."
359140,Anarchy Enterprises
37600,Vectorpark
368590,K Bros Games
833140,InArcade
888630,Fish Eagle
922050,Iceberg Interactive
271570,BumpkinBrothers
2299660,DangerousBob Studio LLC
1393320,City From Naught Inc.
1393320,Gamera Games
1393320,idealCat
442210,Altfuture
812980,Screwdriver Entertainment
554600,RIVER CROW STUDIO
1595050,FarSight Studios
990900,Vivid Helix
726360,Boobs Dev
750010,Buckethead Entertainment
2289960,Mango Party
2289960,Mango Party News
1138410,RecordMedia
1296540,Guinxu
881560,RIVER CROW STUDIO
577080,Oubliette
415150,Dotemu
504770,Conglomerate 5
265170,Rockin Android
265170,Rockin' Android
492500,Monkey Stories
1234550,The Spiteful Games
462700,KISS ltd
412520,CP Decision
403590,Meerkat Gaming
828580,Sekai Project
2757490,WSS playground
45450,Nemesys Games
673260,Neuronality
383930,Saibot Studios
1388650,yookond.
403510,Artifex Mundi
2529610,ST Hot Dog King
878520,GameHouse
750800,Fazan
1272070,Clockwork Bird
1333800,Neuron Entertainment
1693000,Aries
1727520,KPC
222660,24 Caret Games
601380,Phoenix Interactive Studio
912370,PrinceXI
744270,99Gamers Digital
1890120,Sekai Project
437870,Persona and Pixel studio
2717010,"QueseraGames Co., Ltd."
1522280,Edym Pixels
1314630,Cherry Kiss Games
615770,HeR Interactive
1249260,Miracle Moon
595730,Visualnoveler
1636660,Akupara Games
1937570,Wild River Games GmbH
546350,Excalibur Publishing
1290350,Choice of Games
1192440,Fantasy Creations
1066630,Shiravune
2821890,EagleEye Games
233310,Spiderweb Software
1742610,Hippo Rider Games
273800,United Independent Entertainment
287960,Sirlin Games
1321270,MoFunZone Inc.
2119680,"Kairosoft Co.,Ltd"
1228500,KUBI Games
619810,GameHouse
582990,WING VR
1756180,Nova's Army
1357840,Shiravune
800600,Hosted Games
1306780,Lesson of Passion
1034940,MangaGamer
1861230,pencil
312630,SMG Studio
293900,Fixpoint Productions Ltd.
1590660,Moonbit
456780,Milestone S.r.l.
496350,MangaGamer
1469910,Sekai Project
296910,AwesomeBlade
1129220,Rabotiagi games
354740,Dancing Dragon Games
2697200,PTGames
501090,Performance Simulations
404170,Dharker Studios
303590,Adam Spragg
977500,Surefire.Games
2205460,FND GAME
1554470,Kulplant
2483970,Mango Party
2483970,Mango Party News
42210,HeR Interactive
1803550,"Q Switched Productions, LLC"
1674820,Wield Interactive
606730,HandyGames
451570,COWCAT
1186460,方块游戏(CubeGame)
958530,Nomad Games
2118120,Popcannibal
1818230,Sky Games
51010,Big Fish Games
1851610,"GRAVITY GAME ARISE Co., Ltd."
1448610,Arimac Lanka Private Limited
364640,Legend Studio
70200,Youdagames
1241910,Lock 'n Load Publishing
2889290,Lust Desires 🖤
939450,Blind Squirrel Publishing
389050,Chucklefish Games
389050,DANGEN Entertainment
954280,Geod Studio
298280,-
612110,7DOTS
1776170,Bungarra Software Pty Ltd
1288920,Knotty Games
1296510,DreadXP
2153750,Aniplex Inc.
72400,Tomkorp Computer Solutions Inc.
1058710,Mr.Lordy
556860,Raptor Claw Games
556860,Millendream
1180540,Lockpickle
941850,Pathfinder Games
358770,Lupiesoft
1484620,PQube
2644010,Saikey Studios
2644010,BBQ大好き
397330,[2.21]
603700,XGen Studios
463850,"Rageborn Studio, LLC"
1146100,Gotcha Gotcha Games
385840,"Oh, a Rock! Studios"
2303180,Airem
839940,Choice of Games
1447490,LOVE SYNERGY
47110,Next Game
2094550,Maximum Entertainment
1655890,Daisy Games
934410,Yaeko
2995550,MicroMacro Games
2499420,Evil Boobs Cult
2021220,Studio2760
745370,Artalasky
401280,MaxBytes
1004650,Curious Studio
476710,imaginite Ltd
270570,3f Interactive
880990,Fury Games Production
337130,"Tri Synergy, Inc."
1774890,Deep Dive Interactive
1911600,Doesn't Matter Games
1092980,My Way Games
1370620,IR Studio
1760690,Starship Studio
1284180,IR Studio
995450,Steppe Hare Studio
926470,Umigame Studios
2203480,Gamesforgames
1190820,Conglomerate 5
1894370,WASABI entertainment
567340,Aldorlea Games
831770,Brinemedia
2939490,mebius.
1278690,United Independent Entertainment
742030,baKno Games
344300,KISS ltd
727540,SA Industry
718180,Tower Up Studios
2250340,I commissioned some series
1620110,Sekai Project
1578700,Laush Studio
1525320,Thomas K. Young
1132110,Blackcross & Taylor
2167860,Enoops
1341930,Kotovodk Studio
934540,冷笑黑妖
1951380,Studio2760
1284800,IR Studio
2654520,Dieselmine
645460,Satur Entertainment
2084220,GamesSafu
1383720,Take Toad
795110,Epopeia Games
624070,Interplay Entertainment Corp.
461360,Aldorlea Games
2225010,WASD Games
432770,Gunnar Games
38100,Next Game
2317300,Stately Snail
1208580,Indovers Studio
629030,Idea Cabin
1137730,Hentai X
428280,Fulqrum Publishing
395400,Warfare Studios
514140,Ziggurat
555280,EntwicklerX
2477000,Gamesforgames
647650,Clickteam
639280,Ivanovich Games
623360,Big Fish Games
348440,Green Man Gaming Publishing
2497480,TailsUp4Tyranno
755350,JustE Publishing
1384060,ESDigital Games
366620,Rocket Vulture
1492150,Old School Vibes
1492150,Gray Boss
1824150,Bearfoxbear
548080,Playito.com
1188160,Screaming Villains
2114990,Atari
2681100,Games For Pleasure
1314980,magicdweedoo
1314980,Nonsense Machine
833370,Satur Entertainment
533040,Big Fish Games
1335940,Gamersky Games
1249500,Yume Creations
1837820,Desert Fox
1790630,Apus Software
1047240,FastGame
1208030,Dr. Cyril Splutterworth
1263820,Sokpop Collective
2488480,Doky
582920,Klabater
2286960,LGT SIA
1477020,Gigantum Games
563250,EJRGames
797190,Conglomerate 5
611850,Spytihněv
1011030,SEKTOR GAMES
1382370,Conglomerate 5
718190,Honest Rogue Games
1660420,Blessing Company
799260,SIG Publishing
1824020,Aleksandr Turkin
1271690,Brinemedia
1548600,Citor3
1374850,Wild River Games
1498310,Anatoliy Loginovskikh
299800,Rising Star Games
551520,Sapphire Dragon Productions
262870,Excalibur Publishing
828150,AFBIK Studio
3193770,MyDearest Inc.
1994450,WASABI entertainment
1343260,Emilios Manolidis
1653420,Monavista pub
3500,"PopCap Games, Inc."
979890,Star Consult S.r.l.
1533300,Laush Studio
1033780,Conradical Games
1544090,Hera Games
1105460,MojoTouch
710780,Game for people
851730,Manic Hyena
1254860,Ziggurat
1988600,Opala Project
1502800,Snapbreak
346670,Volens Nolens Games
2511780,WanadevStudio
1475890,Uruca Game Studio
1855130,Hosted Games
797710,Chorus Worldwide Games
857060,Tranquility games
1965280,WASABI entertainment
2564810,Azurezero
283470,Libredia
1065210,Megame LLC
1980890,Aleksey Izimov
273860,United Independent Entertainment
774121,Conglomerate 5
2573350,Heart's Choice
2555040,Do Games Limited
577740,GrabTheGames
365420,Volens Nolens Games
1212190,Sokpop Collective
294580,Humongous Entertainment
294580,Nightdive Studios
2487160,Do Games Limited
1342290,Nutaku Publishing
1425380,10mg
1243530,Sekai Project
1351550,Big Fish Games
328550,Choice of Games
2092330,General Script Studio
1760020,Frinky
2118540,GrabTheGames
1603260,VidyGames
1263130,REDHUB VR
37340,PlayFirst
317290,Winter Wolves
1362430,Sokpop Collective
326230,Niels Bauer Games
1588610,Spelkollektivet
1866710,Wolverine Studios
1881180,EpiXR Games UG
1983300,Chorus Worldwide Games
1531620,Black Country Games
1747510,maou
1817310,Loolust
765840,Assemble Entertainment
349240,KOMODO
1918250,FAKKU
1437700,Kotovodk Studio
1296700,Hammer & Ravens
978470,Gamesforfarm
993030,Astra Logical
1198700,Vertigo Games
1777090,Big Fish Games
1823170,SEEP
1222470,KazakovStudios
1514690,Redaster Studio
1316200,N/A
1777670,DNA ARMY GAMING
630690,Interplay Entertainment Corp.
1951970,Dnovel
1709580,Snapbreak
1005890,CHARON
2257840,Kokutou Umeboshi
1386990,Burnout Game Ventures
632290,Last Lotus
1728680,FIVE-BN GAMES
628570,My Way Games
756810,Interplay
373600,Mommy's Best Games
3111580,Omar Chapa Hernandez
1542550,Microids
2216860,Richard Haraším
2216860,Ateliér Duchů
1442460,Kotovodk Studio
2342360,Joy Way
693180,FurGoldGames
750440,E McNeill
302170,Microids
862740,GrabTheGames
862740,Mazen Games
2563980,Hanabi Games
858830,Woodsy Studio
343690,Conglomerate 5
1905430,Atari
1457540,MAGame
447860,Naps Team
12440,Strategy First
1576590,Zee Vital
1600600,Piece Of Voxel
2800530,OMVN Publishing
1977250,EpiXR Games UG
2221820,Zai Studio
790260,Azurezero
1410740,Gamesforgames
1410740,Andreev Worlds
793940,ESDigital Games
1974250,Frostwood Interactive
1974250,Dino Digital
2136110,Velsin
1794520,Loolust
588630,17Studio
587810,Snkl Studio
466730,FreezeNova
527510,The Tambourine
729310,Wolverine Studios
1013280,Windybeard
1677580,Potion Junkies
10260,Akella
682500,橙光游戏
380000,Frogames
1223110,Conglomerate 5
393460,Plug In Digital
879670,RewindApp
1145450,Big Fish Games
2402760,Big Fish Games
2134650,Alawar Casual
1256130,Lion Castle Entertainment
1092800,Unimatrix Productions
412290,New Reality Games
2787610,Naughty Clogs
1495000,Arcus Plume
740410,GrabTheGames
292280,Humongous Entertainment
292280,Nightdive Studios
38180,Next Game
439930,Conglomerate 5
353940,HandyGames
2549780,GameMill Entertainment
1087790,いくちおすてご
1998100,Louie Inc
522530,KEMCO
2093300,Dnovel
1248140,Sakari Games
975640,Kavkaz Sila Games
2488890,Doesn't Matter Games
1292240,Minimol Games
1884430,Hunny Bunny Studio
1215740,Neoclassic Games
561480,Strategy First
1401150,PanGuoJun
1736270,indie.io
413580,Sekai Project
326120,Funbox Media Ltd
394030,Kimmo Factor Oy
1004040,Dharker Studios
673830,SAT-BOX
1693950,TSB
2329910,LUK KUS SOFT
997710,Prince Game Studio
1013650,Adventure Islands
598350,Marjupi Games
429350,Plug In Digital
493650,Back To Basics Gaming
2022980,Clear River Games
717070,Thalamus Digital
1239580,KazakovStudios
372320,PixelNAUTS Games
1771440,Lozange Lab
1257940,Piko Interactive LLC
1257940,Bleem!
2616720,072 Project
1148360,Sekai Project
2559870,Kenningsly Production
978610,Hede
1049670,CarloC
1492480,Way Down Deep
2433960,Mythical City Games
2015260,Blessing Company
2164030,"Rogue Games, Inc."
1526350,"Rogue Games, Inc."
417900,Kasedo Games
1330820,Ziggurat
687340,Art Games Studio S.A.
2702220,PinkySoul
862770,ektomarch
575670,TaosX
2052780,FreeMind S.A.
2052780,PlayWay S.A.
253570,Blazing Griffin
2406590,Alawar Casual
1327430,Valorware
839260,Ghost_RUS Games
277540,Cateia Games
467090,Conglomerate 5
1160580,Dharker Studios
683790,Ninja Whale Studios
364720,Team2Bit
2563160,727 Not Hound
1568070,Laush Studio
1765800,Hede Games
1765800,Hede
642700,Bellcat Game
542550,PanGuoJun
1828910,First Games Interactive
491060,Ratalaika Games S.L.
1432750,Tonguç Bodur
633600,Choice of Games
781820,Crew Lab
1108090,Pickle Drugs
974870,Ivan Zanotti's MyMadnessWorks
454870,Stereo7 Games
1299840,Witching Hour Entertainment LLC
553100,UniqueGames
1552430,Hosted Games
359060,Green Man Gaming Publishing
317020,Humongous Entertainment
317020,Nightdive Studios
3001100,UnholY CreatioN
976340,DAX Entertainment
1706820,Milk Poison
465890,Big Fish Games
3029340,Corn Pop Games
2788150,Winged Cloud
794350,9heads Game Studios
1079560,Kaio Meris
791750,Ghost_RUS Games
3028600,RealGamesInteractive
701540,ZOV GAME STUDIO
1237260,StarInfidel
2012540,LTZinc
2068980,Sebasa Games
635880,SA Industry
2142250,Flyhigh Works
2838930,"INTI CREATES CO., LTD."
1438870,Uzura Studio
2415660,wow wow Games
992620,JinDing Chen
628760,SA Industry
1814710,KuKo
1885030,吃了就睡工作室
620130,SA Industry
528070,8Floor
1919910,Blessing Company
2620200,Amrita
1687060,HugePixel
1786750,WASABI entertainment
1553690,Piece Of Voxel
814200,KuKo
2152690,Pixel Games UK
879060,Ducat
1215750,Icehelm
450060,IV Productions
301690,Cobra Mobile
3147870,JustTomcuk
864450,City Interactive S.A.
1474880,Dnovel
1646030,Minicactus Games
497100,diman production
2951420,Octaday
2690700,Alawar Casual
411060,Qumaron
1573420,NSFW18 Games
547960,Amaterasu Software
1069850,Shady Corner Games
886180,Choice of Games
465900,Big Fish Games
2255420,Cherry Kiss Games
2093270,Studio2760
418160,Rainbow Games
376760,Humongous Entertainment
376760,Nightdive Studios
711230,Interplay
530370,Whippering
619930,Grey Alien Games
340370,"Tri Synergy, Inc."
541240,Cobra Mobile
1693930,飞天大胖喵
2626530,FIVE-BN GAMES
404630,Sunlight Games
575860,Amaterasu Software
1522560,Anatoliy Loginovskikh
395930,ESDigital Games
563910,Vidas Salavejus
895990,3acg
895990,33ParadoX
358080,Phat Phrog Studios
937050,Crescent Moon Games
495780,Sometimes You
1896010,Mk-II
919220,GameNet
567280,SA Industry
2902540,Seal
1092000,WhiteCute
1092000,AlphaNuts
6810,Kalypso Media Digital
1933820,Avalon Digital
1068640,Veelhoek Studios
2803810,次元边界
209750,Game Factory Interactive
1765300,Terror Dog Studio
2204170,Mad Mushroom
2840210,MIROWIN
1770490,Outright Games Ltd.
409390,Lightning Rock
1138960,Final Scene dev
32650,NovaLogic
32650,THQ Nordic
422610,Hunted Cow Games
1710670,Sign Narva
2101110,mebius.
1418180,MangaGamer
2061020,IndieArk
2443780,Lepioid LLC
